Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV,SUM,Percent,pm8,p14,C3,C4,C5,C6,C7,P1,P10,P11,P12,P13,C2,Pm8,P2,P3,P4,P5,P6,P7,PC3,P9,PC10,PC11,PC12,PC13,PC14,PC15,PC2,P8,PC4,PC5,PC6,PC8,PC9,c10,c11,c12,c13,c14,c15,c8,c9,pm1,pm10,pm11,pm12,pm13,pm14,pm15,pm2,pm3,pm4,pm5,pm6,pm7,P15,pm9
d__Bacteria,k__norank_d__Bacteria,p__Campilobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__unclassified_g__Campylobacter,ASV143,891,0.000859342675189,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,135,39,0,61,49,29,32,100,123,73,83,0,54,36,55
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__unclassified_g__Corynebacterium,ASV189,793,0.000764824625617,0,0,0,0,10,0,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,14,60,20,44,46,29,45,0,70,95,75,41,44,49,0,55
d__Bacteria,k__norank_d__Bacteria,p__Campilobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_gracilis,ASV146,1048,0.00101076444848,63,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,35,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,8,132,0,0,58,36,0,22,107,102,98,78,0,55,49,55
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__unclassified_g__Haemophilus,ASV132,1101,0.00106188135284,0,0,0,51,58,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,42,0,0,180,143,50,49,0,0,57,55
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_pallens,ASV138,2713,0.00261660682131,0,0,0,250,88,147,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,70,112,142,102,117,158,143,105,175,76,88,102,42,41,0,99,0,0,0,83,107,228,54
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified_g__Prevotella,ASV186,814,0.000785078493382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,63,51,0,29,0,0,64,60,0,0,0,58,0,0,53,0,0,0,65,77,54
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank_o__Saccharimonadales,g__norank_f__norank_o__Saccharimonadales,s__Candidatus_Saccharibacteria_bacterium_UB2523,ASV210,1517,0.00146310082858,37,227,6,0,6,12,0,10,0,0,0,0,0,0,99,0,15,0,0,0,21,0,23,6,30,27,0,5,7,0,0,0,0,0,0,15,8,7,9,0,7,8,11,39,35,88,82,91,106,55,38,59,53,46,70,57,49,53
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__unclassified_g__Streptococcus,ASV19,5457,0.00526311220932,181,0,70,65,110,92,80,0,178,0,0,0,0,0,21,142,0,0,0,46,224,0,94,223,33,0,174,71,156,47,713,0,1212,0,0,91,111,123,149,99,92,84,113,45,45,37,28,45,48,63,41,49,46,41,26,55,42,52
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__unclassified_g__Rothia,ASV46,3766,0.00363219361926,0,415,0,0,0,0,0,0,0,0,300,0,35,336,0,0,674,0,0,0,0,0,67,0,203,780,51,0,52,0,0,0,0,0,0,34,0,0,0,0,0,0,0,56,32,74,31,41,87,123,54,54,26,36,61,48,45,51
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_periodonticum,ASV155,1193,0.00115061258305,0,0,0,59,54,56,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,51,0,0,44,64,102,31,49,37,32,0,0,98,93,55,50,62,61,0,51
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__F0058,s__uncultured_bacterium_g__F0058,ASV159,1219,0.00117568880029,0,0,0,5,13,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,44,0,0,0,263,0,0,0,0,5,0,16,14,0,20,0,0,8,0,92,29,57,58,66,24,16,121,53,52,0,73,47,33,50
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_jejuni,ASV196,893,0.000861271614976,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,0,37,18,20,26,28,49,57,63,46,40,0,39,54,46,36,48,38,72,51,48
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia_aeria,ASV150,5546,0.00534895002985,24,263,53,37,14,21,15,836,64,0,19,127,95,153,63,116,18,116,41,431,22,26,160,19,1004,396,0,71,0,231,0,4,0,28,48,26,12,16,27,17,20,21,37,121,36,40,56,30,58,36,108,89,41,41,66,42,44,47
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__unclassified_g__Lachnoanaerobaculum,ASV178,2510,0.00242081943291,22,15,123,45,101,53,54,0,77,0,85,62,51,89,26,55,63,0,21,0,37,34,14,0,21,0,0,0,9,0,0,0,0,36,36,112,89,79,139,64,90,56,104,69,35,39,32,30,40,37,55,68,26,38,51,35,49,44
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Veillonella,s__unclassified_g__Veillonella,ASV87,5866,0.0056575803958,814,0,53,152,125,224,189,72,0,0,30,0,286,0,0,176,0,56,0,24,33,0,0,0,26,74,13,0,0,0,238,0,0,36,95,284,105,220,186,216,397,303,400,97,31,110,68,20,62,49,83,141,56,50,91,77,60,44
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Eikenella,s__unclassified_g__Eikenella,ASV169,876,0.000844875626785,0,45,0,0,0,0,0,0,0,60,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,18,19,0,0,0,79,21,0,22,25,24,11,66,64,57,44,60,30,25,43
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_salivae,ASV368,1289,0.00124320169284,0,17,0,93,51,51,76,0,0,0,0,11,0,0,0,0,0,0,0,0,190,5,6,0,0,0,0,0,0,0,57,0,0,0,0,51,60,60,47,52,69,54,58,0,0,94,0,0,0,0,0,0,0,29,0,46,69,43
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia_sp._oral_clone_FP036,ASV194,488,0.000470661308072,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,46,52,0,44,0,0,0,0,0,35,27,44,47,40,0,39
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Bergeyella,s__uncultured_bacterium_g__Bergeyella,ASV79,1380,0.00133096845315,8,0,30,4,9,6,5,0,46,0,0,205,39,141,35,30,99,19,0,23,9,0,13,0,14,0,15,0,3,37,0,0,2,10,21,12,11,10,11,13,8,5,16,25,23,28,37,36,36,40,18,27,19,31,28,34,51,38
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Anaerovoracaceae,g__Eubacterium_nodatum_group,s__Eubacterium_sulci_ATCC_35585,ASV202,2597,0.00250472831365,0,0,7,112,139,108,80,3,45,0,134,0,61,44,8,13,16,46,0,0,92,11,10,0,8,0,0,11,9,0,0,38,11,10,24,182,115,127,127,130,121,113,143,43,20,28,36,28,52,39,29,45,25,18,41,24,33,38
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__unclassified_g__Fusobacterium,ASV137,2510,0.00242081943291,0,114,31,35,47,50,68,0,81,0,64,139,0,0,115,0,85,0,111,100,46,0,0,0,95,0,0,0,0,51,0,0,0,66,0,23,80,0,30,19,25,22,43,179,0,47,49,38,0,25,139,130,82,65,43,80,55,38
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_leadbetteri,ASV208,1454,0.00140233922528,0,40,0,0,0,0,0,0,0,24,15,269,0,0,48,0,58,0,25,0,19,393,67,0,0,16,0,0,0,46,0,0,0,0,0,0,0,17,16,6,0,0,16,40,18,0,0,24,0,0,58,44,49,47,0,35,27,37
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Anaerovoracaceae,g__Amnipila,s__uncultured_organism_g__Amnipila,ASV225,736,0.000709849841682,0,0,6,9,11,11,8,0,49,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,10,11,0,4,7,6,0,12,29,22,39,30,30,33,24,67,61,26,38,35,33,57,36
d__Bacteria,k__norank_d__Bacteria,p__Campilobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__unclassified_g__Campylobacter,ASV72,495,0.000477412597327,0,19,15,0,0,0,0,0,23,0,0,0,42,0,0,0,0,17,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,22,16,0,0,0,0,0,0,0,0,20,30,19,19,17,15,14,21,20,19,16,12,24,22,35
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__unclassified_g__Capnocytophaga,ASV168,712,0.000686702564236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,83,0,47,37,47,0,0,86,68,67,78,52,37,57,35
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Catonella,s__uncultured_bacterium_g__Catonella,ASV110,1083,0.00104452089476,0,0,13,13,49,30,15,0,13,0,0,0,12,0,0,0,0,5,0,0,53,0,0,0,22,2,6,0,0,0,0,0,0,0,0,44,15,23,22,26,23,20,32,28,37,71,46,50,62,51,29,37,20,25,28,43,84,34
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__unclassified_g__Actinomyces,ASV1002,55,5.30458441475E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,34
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Anaerovoracaceae,g__Mogibacterium,s__unclassified_g__Mogibacterium,ASV34,1585,0.00152868478134,23,10,30,36,55,46,37,0,10,0,41,0,21,0,0,7,0,17,4,9,53,0,85,72,34,0,77,31,183,9,32,28,43,24,27,47,31,31,42,13,39,40,38,20,12,22,26,28,29,18,18,0,17,0,17,12,8,33
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__unclassified_g__Selenomonas,ASV321,1361,0.00131264352518,77,0,90,0,0,29,19,0,0,0,0,0,27,0,45,45,37,0,0,0,65,0,0,0,0,0,0,0,0,0,117,2,0,19,30,40,16,35,29,40,34,38,62,0,0,61,37,16,53,43,40,55,26,28,48,0,25,33
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified_g__Prevotella,ASV161,2670,0.00257513461589,60,0,0,117,88,106,102,50,0,0,0,0,0,0,0,0,0,542,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,98,108,92,73,104,88,100,90,80,84,73,20,0,41,41,41,28,0,92,52,118,33
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__uncultured_Bacteroidetes_bacterium_g__Alloprevotella,ASV224,1754,0.00169168019336,0,5,0,53,308,77,98,17,0,0,0,0,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,73,99,85,100,154,135,87,99,30,42,40,28,0,18,18,23,18,18,0,14,28,22,32
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__unclassified_g__Atopobium,ASV365,928,0.000895028061252,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,308,0,0,54,68,0,0,0,0,0,0,0,0,0,0,69,0,56,0,0,0,49,0,0,0,61,0,0,26,32,0,0,0,0,0,57,0,31
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__unclassified_g__Capnocytophaga,ASV193,464,0.000447514030626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,26,39,38,17,48,46,49,49,34,0,35,31
d__Bacteria,k__norank_d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__unclassified_g__Treponema,ASV175,757,0.000730103709448,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,74,37,30,61,48,20,25,70,77,55,46,36,52,29,30
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Kingella,s__uncultured_bacterium_g__Kingella,ASV177,901,0.000868987374125,36,32,0,11,0,10,0,113,17,0,0,18,0,0,7,26,0,0,7,35,0,0,0,0,9,0,0,0,0,0,44,0,0,17,15,7,0,8,0,8,10,0,7,70,21,18,29,20,13,15,58,49,35,32,30,20,25,29
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__uncultured_bacterium_g__Aggregatibacter,ASV157,1778,0.0017148274708,28,0,0,47,44,31,94,0,0,0,0,0,0,0,35,39,25,46,120,147,0,0,19,0,64,0,0,0,0,94,0,0,0,0,0,16,20,18,22,25,23,20,18,101,18,23,45,26,12,39,126,78,85,63,30,66,42,29
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__Tannerella,s__unclassified_g__Tannerella,ASV171,1030,0.000993403990398,22,0,0,6,19,11,12,0,0,0,0,0,13,0,0,0,0,0,24,33,27,0,34,0,0,33,0,0,0,0,0,0,0,0,14,25,18,13,28,8,14,8,21,78,20,16,37,31,25,31,82,70,47,51,55,49,26,29
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella_tannerae,ASV383,477,0.000460052139242,0,0,0,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,64,38,0,0,49,49,102,51,0,21,0,38,29
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia_hongkongensis,ASV92,2071,0.00199741714962,191,12,0,28,0,22,24,162,39,0,11,117,12,0,152,0,62,0,22,215,113,0,0,0,89,18,9,0,7,0,0,0,0,14,63,29,13,41,23,11,18,32,11,66,16,24,32,12,26,18,60,68,27,44,23,25,42,28
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__norank_o__Peptostreptococcales-Tissierellales,g__Parvimonas,s__unclassified_g__Parvimonas,ASV40,1542,0.00148721257592,0,0,0,34,55,62,43,0,0,0,39,0,0,0,13,0,0,0,0,0,0,39,53,0,27,0,59,0,49,21,0,65,0,41,0,61,75,51,62,61,55,44,47,30,26,26,29,35,31,37,35,60,23,17,47,15,48,27
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Lautropia,s__uncultured_bacterium_g__Lautropia,ASV221,2676,0.00258092143525,0,0,115,10,8,0,0,0,9,0,0,0,0,77,24,41,29,0,228,598,9,0,26,0,1046,33,0,0,0,0,30,0,0,0,20,8,8,0,4,6,7,5,8,33,20,20,24,13,0,18,43,34,25,19,18,12,21,27
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_denticola,ASV182,1114,0.00107441946146,40,0,0,0,17,15,18,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,13,5,15,13,15,0,20,7,67,36,50,71,42,46,84,83,116,38,35,55,68,78,26
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__unclassified_f__Neisseriaceae,s__unclassified_f__Neisseriaceae,ASV183,864,0.000833301988062,132,0,0,23,18,26,25,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,23,25,24,0,0,18,25,28,67,30,21,23,18,13,12,63,40,48,24,0,19,0,26
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Dialister,s__unclassified_g__Dialister,ASV170,1594,0.00153736501038,59,21,7,14,29,36,25,13,11,2,0,0,34,0,2,0,8,0,37,9,0,5,0,0,36,0,0,0,0,0,69,0,0,23,5,36,30,24,28,29,18,36,29,79,32,48,85,65,63,61,74,114,50,47,72,58,46,25
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_durum,ASV93,1462,0.00141005498443,15,0,12,0,0,0,6,0,0,0,0,0,0,29,0,0,0,0,0,0,0,2,133,151,640,96,9,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,10,36,0,15,17,25,17,9,46,48,22,25,26,12,24,24
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__norank_f__Saccharimonadaceae,s__unclassified_g__norank_f__Saccharimonadaceae,ASV265,972,0.00093746473657,0,54,0,3,4,0,0,0,0,0,0,0,0,0,22,0,11,0,8,0,0,0,0,0,90,0,0,42,356,4,11,0,0,66,0,15,5,0,0,0,10,4,6,12,11,29,20,19,0,17,17,18,11,20,42,9,13,23
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified_g__Prevotella,ASV181,595,0.000573859586686,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,14,0,0,14,16,13,68,0,0,56,0,0,0,93,89,0,0,48,46,55,23
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Oribacterium,s__unclassified_g__Oribacterium,ASV327,606,0.000584468755516,10,33,32,19,31,0,0,0,14,0,49,0,39,17,0,35,0,0,0,0,0,30,18,0,13,0,0,0,0,16,0,0,0,0,0,25,0,21,22,16,0,0,22,0,0,25,0,0,21,22,22,0,0,0,0,0,31,23
d__Bacteria,k__norank_d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__unclassified_g__Treponema,ASV1004,23,2.21828075526E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Veillonella,s__unclassified_g__Veillonella,ASV385,413,0.000398326066053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,37,54,0,0,0,49,75,45,0,67,36,0,23
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Lentimicrobiaceae,g__Lentimicrobium,s__unclassified_g__Lentimicrobium,ASV251,297,0.000286447558396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,8,9,19,0,23,22,0,18,0,34,47,16,13,19,16,19,22
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_sputigena,ASV1005,31,2.98985667013E-5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
d__Bacteria,k__norank_d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia_sp._oral_taxon_215_str._W9775,ASV217,1134,0.00109370885933,79,0,116,33,18,61,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,34,32,50,48,45,49,45,34,33,43,32,11,26,0,31,28,42,20,27,29,39,21
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae,g__Cardiobacterium,s__uncultured_bacterium_g__Cardiobacterium,ASV203,1629,0.00157112145666,42,32,58,3,8,5,0,17,8,0,9,314,27,55,64,37,20,0,45,86,0,4,72,0,91,166,0,7,28,15,0,4,0,0,167,0,6,9,0,0,0,5,0,43,0,12,0,19,0,0,33,27,18,13,22,17,0,21
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__Candidatus_Saccharimonas,s__TM7_phylum_sp._oral_clone_CW040,ASV212,1142,0.00110142461848,0,15,12,47,22,43,28,0,9,0,12,0,12,80,12,15,25,0,0,0,22,0,51,0,31,24,0,16,62,4,0,0,0,0,14,28,39,22,24,18,26,23,21,38,17,49,28,20,24,15,28,29,23,21,23,19,30,21
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__unclassified_f__Neisseriaceae,s__unclassified_f__Neisseriaceae,ASV162,745,0.000718530070725,40,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,20,13,0,14,7,18,16,88,11,10,18,15,0,15,122,67,72,39,33,22,16,19
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Oribacterium,s__uncultured_organism_g__Oribacterium,ASV65,763,0.000735890528809,0,0,0,0,31,12,0,13,0,0,12,0,10,43,0,0,0,37,0,28,88,0,0,0,23,0,24,0,0,0,25,0,0,9,36,16,15,14,21,14,16,15,17,0,12,25,15,11,24,17,13,16,0,27,27,15,23,19
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae,g__Cardiobacterium,s__uncultured_bacterium_g__Cardiobacterium,ASV147,916,0.000883454422528,59,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,11,9,7,0,0,131,21,23,34,31,21,22,140,123,66,40,39,32,23,19
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_nigrescens,ASV172,686,0.000661626347003,0,0,0,10,6,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,6,2,8,9,5,0,76,32,37,59,42,0,13,89,66,39,24,0,48,65,18
d__Bacteria,k__norank_d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema_sp._canine_oral_taxon_087,ASV176,415,0.00040025500584,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,7,0,71,15,16,39,17,7,10,33,44,19,21,15,22,41,18
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified_g__Prevotella,ASV237,269,0.000259442401376,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,19,14,0,0,31,37,18,0,17,14,44,17
